SMILES,Solubility,MolLogP,MolMR,HeavyAtomCount,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,TPSA,LabuteASA,BertzCT
CCO[Si](CC(C)C)(OCC)OCC,-3.016846171,2.690800000000001,60.27700000000005,192.48154341982809,8.0,86.0,0.0,27.69,89.11533857802152,122.30925044911548
Oc1cc(C=O)cc(c1O)[N+]([O-])=O,-1.937833911,0.8184999999999998,41.81350000000001,13.0,2.0,68.0,1.0,100.67,72.19931056082916,373.3908055977192
CCOC(=O)C(C)(C)c1ccccc1,-3.045838317,2.5273000000000003,56.10100000000004,14.0,3.0,76.0,1.0,26.3,84.89612313542726,301.3575848525983
Cc1ccc(N)c(c1)[N+]([O-])=O,-1.860061225,1.48542,42.24580000000001,11.0,1.0,58.0,1.0,69.16,63.789211653406085,296.4920897763861
S=C=S,-1.5594220963,1.0181,20.189,3.0,0.0,16.0,0.0,0.0,29.456811522239303,23.774437510817343
COC(=O)c1ccccc1,-1.8117983509,1.4732,37.781500000000015,10.0,1.0,52.0,1.0,26.3,59.43635467784082,215.9590174505521
CCCCCCCC(OC)OC,-2.9180054187,2.965800000000001,51.18200000000004,12.0,8.0,74.0,0.0,18.46,76.25082051641277,79.9077646698008
C1CNCCNCCNCCN1,-0.0310204156,-1.6415999999999973,51.47880000000002,12.0,0.0,72.0,0.0,48.12,74.48746340950875,54.03910001730775
C=CCCCCCCCCC=O,-3.8931862,3.4921000000000024,53.197000000000045,12.0,9.0,70.0,0.0,17.07,75.86059123965516,93.57174002125652
COC(=O)CCCCCCCCC(=O)OC1CC(C)(C)N(C)C(C)(C)C1.CN2C(C)(C)CC(CC2(C)C)OC(=O)CCCCCCCCC(=O)OC3CC(C)(C)N(C)C(C)(C)C3,-4.6112212345,10.971199999999994,250.99299999999872,62.0,21.0,362.0,0.0,114.92000000000002,379.35446476941394,1288.8030526746238
CC(C)Cc1ccc(cc1)C(C)C(O)=O,-3.992248354700001,3.073200000000001,61.03480000000004,15.0,4.0,82.0,1.0,37.3,90.941753772513,324.89411900215663
[Na+].[O-][Cl](=O)(=O)=O,-1.7665284956,-7.752000000000001,0.0,6.0,0.0,32.0,0.0,92.24,58.42530181190156,23.01955000865388
CCNc1nc(NC(C)C)nc(SC)n1,-3.0470399572000004,1.8456,64.53040000000003,15.0,5.0,84.0,1.0,62.73,94.50283414129746,315.37105540415854
COc1cccc(c1)C(C)=O,-1.8691073865,1.8978,42.99850000000002,11.0,2.0,58.0,1.0,26.3,65.80129679223744,266.0201725709103
[nH]1cnc2ccccc12,-1.769197233,1.5629,36.09370000000001,9.0,0.0,44.0,2.0,28.68,52.54187605319297,280.8939367663436
O=C1NC(=O)NC(=O)N1,-1.8076460763,-2.2485000000000004,28.3041,9.0,0.0,48.0,1.0,98.57999999999998,47.57491336246779,276.8037297913861
ClCCCN1C(=O)Nc2ccccc12,-3.0203942687,1.9585,57.89570000000002,14.0,3.0,74.0,2.0,37.79,86.31146220990358,486.07280974079566
Clc1ccccn1,-0.7541456686,1.7349999999999997,29.247,7.0,0.0,36.0,1.0,12.89,46.95431732732515,138.00750422530467
Oc1cc(Cl)ccc1Cl,-1.9111656018,2.699,38.12680000000001,9.0,0.0,48.0,1.0,20.23,62.83216932545633,222.2978870500104
[Na+].[Na+].[Cu++].[Cu++].N[S](=O)(=O)c1ccc([O-])c(c1)N=Nc2c([O-])c3ccc(Nc4ccc5c([O-])c(N=Nc6cc(ccc6[O-])[S](N)(=O)=O)c(cc5c4)[S]([O-])(=O)=O)cc3cc2[S]([O-])(=O)=O,-2.7104892768,-4.0321999999999925,188.87149999999988,61.0,10.0,314.0,6.0,388.43,411.0630126713318,3023.763604454553
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,-3.3290743264,-50.24580802520945,125.46600000000012,30.0,21.0,178.0,0.0,52.60000000000001,186.41293854684608,369.8377762182996
[H+].[Cl-].CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-3.2256490876,-0.8810999999999976,83.64960000000004,21.0,7.0,120.0,1.0,67.59,138.21675176397125,471.6463260670472
[As],-2.5735793664,-0.3808,5.754,1.0,0.0,5.0,0.0,0.0,18.804693978445496,0.0
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@@]45CCC(=O)O5,-4.2250037793,4.5941000000000045,94.76700000000008,25.0,0.0,136.0,0.0,43.370000000000005,150.12086605992232,678.7598170669822
CCC(COC(=O)C(C)=C)(COC(=O)C(C)=C)COC(=O)C(C)=C,-4.2262342969,2.740700000000001,90.04300000000003,24.0,10.0,134.0,0.0,78.9,142.6996598646711,469.6340396756941
CC(C)c1ccc(O)cc1C,-2.854511354,2.824020000000001,46.93280000000003,11.0,1.0,60.0,1.0,20.23,67.6854053292794,251.0497317859833
COC1CC(C)CCC1C(C)C,-3.9301744515,3.093600000000002,52.14000000000004,12.0,2.0,72.0,0.0,9.23,76.49638624777327,130.9658022036436
[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(Br)C(=O)C=C3Oc4c2cc(Br)c([O-])c4C5=CC=C[Hg]5,-4.5936830655000005,-1.5143999999999975,120.83550000000004,34.0,3.0,154.0,2.0,93.4,1013.6675170772171,1544.9653200748714
CC1=CCC2C(C1)C2(C)C,-4.6704052705,2.9987000000000013,43.75200000000002,10.0,0.0,56.0,0.0,0.0,63.322464718156304,186.21499122004107
O=C1CCCCCCCCCC\C=C/CC1,-4.8831871131,4.806500000000004,69.55100000000004,16.0,0.0,92.0,0.0,17.07,100.31452854371236,205.4804910444948
O=[Zn],,-0.1213,0.6865,2.0,0.0,8.0,0.0,17.07,22.60496136211111,2.0
Cc1ccccc1Oc2ccccc2C,-4.8439277143,4.095740000000003,62.43200000000004,15.0,2.0,76.0,2.0,9.23,90.33192678386108,416.9008090804893
CC(C)c1cccc2ccccc12,-4.7823935551,3.9632000000000014,58.03700000000004,13.0,1.0,66.0,2.0,0.0,79.20789399442198,407.8127536956116
CCC(Cc1ccc(C)cc1)(N(C)C)C(=O)c2ccc(cc2)N3CCOCC3,-5.1332331523,3.9674200000000033,115.39650000000006,28.0,7.0,150.0,2.0,32.78,168.65670621474848,777.2573768650559
COc1ccc(cc1[N+]([O-])=O)C(=O)Nc2ccccc2,-4.9878258088,2.855700000000001,74.04360000000003,20.0,4.0,102.0,2.0,81.47,114.69628679001272,640.8770925467024
[O--].[O--].[O--].[Sb+3].[Sb+3],-5.0237548039,-1.118,1082.7630962145113,5.0,0.0,28.0,0.0,85.5,64.95184377673542,4.854752972273344
Nc1nc(N)nc(N)n1.O=C2NC(=O)NC(=O)N2,-4.9755135023,-3.630300000000001,61.36829999999996,18.0,0.0,96.0,2.0,215.31,97.31645475593874,569.2044590572069
[Zn++].[Zn++].[Zn++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-5.1553472856,-5.656700000000001,15.213,13.0,0.0,64.0,0.0,172.5,111.894748056783,129.69862761618444
[O-][N+](=O)c1ccccc1c2ccc(Cl)cc2,-4.9372094561,3.915200000000002,63.54240000000003,16.0,2.0,80.0,2.0,43.14,97.44473927494246,522.796899078386
CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2,-4.9417913147000005,4.518300000000004,71.84400000000005,17.0,1.0,96.0,0.0,17.07,105.67363950457973,374.9864173577981
[Mo].CCCCC(CC)C([O-])=O,-3.4351686053,0.9502,38.313,11.0,5.0,66.0,0.0,40.13,82.63768977262689,104.26518047667868
Nc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-5.0452642864,5.021300000000001,72.40040000000002,17.0,2.0,88.0,2.0,35.25,113.8517319327256,507.9421592432012
CCCCCCOC(=O)CCCCC(=O)OCCCCCC,-5.082600348500001,4.7938000000000045,88.67000000000007,22.0,15.0,130.0,0.0,52.60000000000001,135.49340163167324,248.2607212192848
CCCCC(CC)COC(=O)CS[Sn](CCCC)(CCCC)SCC(=O)OCC(CC)CCCC,-5.3942867121,9.014400000000004,158.6299999999997,35.0,24.0,208.0,0.0,,226.91294281801868,487.0866677327061
[Sr++].Cc1c(Cl)cc(cc1[S](O)(=O)=O)N=Nc2c([O-])c(cc3ccccc23)C([O-])=O,-5.3065828462,2.5200200000000006,103.65810000000002,29.0,4.0,144.0,3.0,142.28,207.4167115567288,1260.9313009748632
CC1CCC(CC2=C1CCC2C)C(C)(C)OC(C)=O,-5.022602512200001,4.490800000000004,77.77400000000006,19.0,2.0,108.0,0.0,26.3,117.15212684848322,392.0662454758848
CCCCC(CC)CCCCCC(C)CCCC(O)=O,-5.0561178371,6.044300000000006,87.04180000000008,20.0,14.0,120.0,0.0,37.3,125.8990228248117,225.4581119064012
CC(C)CCCC(C)CCCC(C)(O)C#C,-4.953059618999999,4.003300000000003,71.16080000000005,16.0,8.0,332.1002599899396,0.0,20.23,101.64189977343734,209.96506609616085
[Gd],-4.7986506454,0.0,0.0,1.0,0.0,8.0,0.0,0.0,39.553958411239385,0.0
FC(F)=C(F)OC(F)(F)C(F)(F)F,-4.9542967929,3.1932,22.437,13.0,2.0,78.0,0.0,9.23,65.58230279175189,210.6741413661228
CC(=C)CC(C)(C)C,-4.688326948,2.9987000000000013,38.886,8.0,1.0,48.0,0.0,0.0,52.60424279642154,82.70165766734145
CC(=C)CC(C)(C)C.N(c1ccccc1)c2ccccc2,-5.0876626154,6.428900000000006,95.05270000000006,21.0,3.0,112.0,2.0,12.03,129.27412454568693,483.2698019796367
[Na+].[Mg++].[Al+3].[O-][Si]([O-])=O.[O-][Si]([O-])=O.[O-][Si]([O-])=O,-5.1305146868,-12.3904,30.8295,15.0,0.0,72.0,0.0,189.57,138.0615080164704,122.90712145792594
CC(C)(C)OOC(C)(C)C#CC(C)(C)OOC(C)(C)C,-5.1145685291000005,4.040400000000004,79.78000000000006,20.0,4.0,118.0,0.0,36.92,123.52537968514204,324.6538984391453
CCCCCCC(CCCC)C(O)=O,-4.959305966700001,3.847800000000002,59.40980000000005,14.0,9.0,84.0,0.0,37.3,87.70937013843204,143.25715550266412
CCCCC(CC)COC(=O)c1ccc(N)cc1,-5.0543936585,3.642000000000002,74.44290000000004,18.0,7.0,100.0,1.0,52.32,109.3308401756298,359.2612802868859
[Ca++].CCCCCCC(O)CCCCCCCCCCC([O-])=O.CCCCCCC(O)CCCCCCCCCCC([O-])=O,-5.463097207000001,7.55640000000001,177.63959999999952,43.0,32.0,252.0,0.0,120.72,296.1338033893357,511.8587094651711
[Ca++].CCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCC([O-])=O,-5.440787474,9.6148,174.85999999999953,41.0,32.0,240.0,0.0,80.25999999999999,695.2277874042259,453.9723145775002
CCCCOC(=O)CCC(C)(OOC(C)(C)C)OOC(C)(C)C,-5.1898813447,4.319500000000004,87.35200000000007,23.0,10.0,138.0,0.0,63.22000000000001,140.16616373723008,321.97320488009785
ClC1=C(Cl)C(=O)c2ccccc2C1=O,-5.0237764060000005,2.754800000000001,53.83500000000001,14.0,38.96973059539207,70.0,1.0,34.14,90.1253140452208,431.7652718746631
CC1=CCC2CC1C2(C)C.CC3(C)OC4(C)CCC3CC4.CC5(C)C6CCC(C6)C5=C.CC7(C)C8CCC7(C)C(=O)C8,-5.4383706051,11.14319999999999,177.2669999999995,42.0,0.0,238.0,0.0,26.3,259.83869898683326,1089.917488736728
[Na+].COc1ccccc1NC(=O)c2cc3ccccc3cc2[O-],-5.1765101856,0.1783000000000003,84.34120000000003,23.0,3.0,110.0,3.0,61.39,155.93260897415604,848.5443514685765
O=[Cd],-4.7863829333,-0.1213,0.6865,2.0,0.0,8.0,0.0,17.07,28.82298984976956,2.0
Clc1ccccc1C(Cl)(Cl)Cl,-5.0439330965,4.1667000000000005,50.689000000000014,11.0,0.0,60.0,1.0,0.0,85.00941014142025,250.86264077829023
CCCCCCCCCCOC(C)=O,-4.9857583021,3.6902000000000026,59.24300000000005,14.0,9.0,84.0,0.0,26.3,88.02868161574291,132.28341890015258
CN(CCOC(=O)C=C)[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-5.3087460931,2.4029000000000007,63.6018,25.0,8.0,148.0,0.0,63.68,134.61962254371994,614.3658740118415
CCCCC(C#N)c1ccccc1,-3.6623544532,3.4839800000000025,54.32100000000004,13.0,4.0,68.0,1.0,23.79,80.01363548734534,270.92599275295936
FC(F)(F)C(Cl)(Cl)Cl,-4.3331923932,2.9189,26.345,8.0,0.0,50.0,0.0,0.0,58.51059803164989,67.50977500432694
CC(C)CCCCCCCCCCO,-5.0007940326,4.145600000000004,63.47680000000006,14.0,10.0,86.0,0.0,20.23,89.9127901527849,99.40868524464068
CCOc1ccccc1NC(=O)c2cc3ccccc3cc2O,-5.1866018088,4.196400000000003,91.17700000000004,23.0,4.0,116.0,3.0,761.8959060854921,133.88415146584074,858.1125818400063
[CaH2].O=[Zr],-4.8730792601,-1.0375,9.2305,3.0,0.0,14.0,0.0,17.07,64.07040778384288,4.754887502163468
CC(C)OC(=O)CCCCCCCCC(=O)OC(C)C,-5.1559612143,4.010400000000003,79.39200000000007,20.0,11.0,118.0,0.0,52.60000000000001,122.76351740287996,243.6504375329731
CCCCCCOC(=O)c1ccccc1O,-5.0458782076,3.129300000000002,62.53130000000005,16.0,6.0,88.0,1.0,46.53,96.0552990020199,333.7045208125127
CCCCCCC(O)CCCCCCCCCCCO,-5.1560946306,5.211000000000006,88.02160000000008,20.0,16.0,122.0,0.0,40.46,126.53173447696396,170.80115738264186
ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl,-5.0896861436,2.5166,47.478,336.17932237207384,0.0,64.0,0.0,34.14,87.71503348952906,277.45724820935004
[K+].CCCCCCCCCCCCCCCCO[P](O)([O-])=O,-3.2602593536,1.9489999999999983,86.08930000000007,22.0,16.0,128.0,0.0,69.59,179.38757084751526,258.5303609533574
CCN(CCCl)c1ccc(C=O)cc1,-3.0334483747000003,2.5642000000000005,60.43650000000003,14.0,5.0,76.0,1.0,20.31,89.48073568860883,283.84393503173874
CCC(=O)OCCC(C)C,-2.8700736410000003,1.9857,40.705000000000005,10.0,4.0,60.0,0.0,26.3,62.568913158156434,97.43071362054202
CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O,-3.0592783722,3.9420000000000033,70.24680000000005,16.0,3.0,92.0,0.0,20.23,100.25763716368031,284.3003017980564
[OH-].[Cr+3].CCCCC(CC)COCCCN.CC(=O)\C(=N/Nc1cc(cc(c1[O-])[S]([O-])(=O)=O)[N+]([O-])=O)C(=O)[N-]c2ccccc2.[H+],-3.5425873869,3.6628000000000016,157.55649999999972,44.0,16.0,243.0,2.0,261.28,268.62503346959073,1334.7409527386972
CCCCCC(O)C=C,-1.8219317146,2.1136,40.3458,9.0,5.0,54.0,0.0,20.23,57.39847654861755,68.96788691072804
FC(F)=C(F)C(F)(F)F,-2.8887982833,2.6263,16.405,9.0,0.0,54.0,0.0,0.0,45.77274464199592,125.72862410467503
CC[C@]12CC[C@H]3[C@@H](CCc4cc(OC)ccc34)[C@@H]1CC[C@@H]2O,-4.875700653,4.302300000000004,88.23480000000006,22.0,2.0,120.0,1.0,29.46,133.43087824216468,566.8257136539846
CC(C)(C1CCC(O)CC1)C2CCC(O)CC2,-3.0976097488,3.1148000000000016,69.71060000000006,17.0,2.0,100.0,0.0,40.46,105.42524582671564,209.3063747104648
COCCOCCO[Si](CCCOCC1CO1)(OCCOCCOC)OCCOCCOC,1.5823133383,0.7696000000000052,121.6780000000001,33.0,27.0,198.0,0.0,104.83000000000004,199.0322325189101,374.8781537925358
[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C2\C(=O)C=Cc3cc(ccc23)[S]([O-])(=O)=O)cc1,-1.3767469152,-5.0850999999999935,93.0111,29.0,4.0,140.0,2.0,155.86,210.91374565268603,1206.3294287940312
CC(F)(F)Cl,-1.7233908536000002,1.8379,16.474,5.0,0.0,32.0,0.0,0.0,33.7385301749603,23.11941547876375
COC(=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O,-2.0737299237,1.0796,51.39520000000001,16.0,3.0,84.0,1.0,106.74,89.41002836697703,434.81705661543685
FCF,-1.4374417919999998,0.8829,7.083,3.0,0.0,20.0,0.0,0.0,17.07032183368202,2.754887502163468
CC(CN\C=C/1C=CC=CC1=O)N\C=C/2C=CC=CC2=O,-0.4366249847774881,1.7121,83.34040000000002,21.0,5.0,108.0,0.0,58.2,123.8518129253149,7555.388995403558
[Mg++].CCCCCCCCCc1cc2ccccc2c(c1CCCCCCCCC)[S]([O-])(=O)=O.CCCCCCCCCc3cc4ccccc4c(c3CCCCCCCCC)[S]([O-])(=O)=O,-4.6744729174,16.279399999999963,276.3643999999994,65.0,34.0,360.0,4.0,114.39999999999998,413.5227414890158,1963.261094451492
CC(C)Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,-4.1714457851,-50.02896882035969,,20.0,4.0,106.0,2.0,63.60000000000001,1993.3114540112526,670.8183822455389
C[Si](C)(C)C,-3.6533405182,1.9544,29.209999999999983,5.0,0.0,32.0,0.0,0.0,35.21506461639648,19.11941547876375
Clc1cc(c(Cl)cc1c2[nH]c3ccc4C(=O)c5ccccc5C(=O)c4c3n2)c6[nH]c7ccc8C(=O)c9ccccc9C(=O)c8c7n6,-4.524775941100001,7.630800000000004,173.2513999999998,46.0,2.0,218.0,7.0,125.64,268.5814528156116,2418.159641287978
CC(CCOC(C)=O)CC(C)(C)C,-3.9891678317,3.0119000000000016,54.48600000000005,383.06588949048444,4.0,78.0,0.0,26.3,81.66373950134626,155.96343903735325
ClC(=O)c1ccc(cc1)C(Cl)=O,-4.0287937791,2.4446000000000003,46.80900000000001,12.0,2.0,62.0,1.0,34.14,79.09086400214105,283.3346746591642
CC(=C)C(=O)OCC1CCCO1,-0.9524550039,1.2847,44.74700000000002,12.0,3.0,68.0,0.0,35.53,72.35196631634645,180.21266925021752
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CCC2=O,-3.1565006621,3.697300000000002,77.10000000000004,20.0,0.0,108.0,0.0,34.14,120.55338352635826,503.5476118290307
CC(=C)C(=O)OCc1ccccc1,-2.9682045412,2.3059000000000003,51.05200000000003,13.0,3.0,68.0,1.0,26.3,77.8415779888464,301.12613448326965
CCOC(=O)OCC,-0.7982097075,40.78131362957359,28.647999999999985,8.0,2.0,48.0,0.0,35.53,48.5876320444735,62.07403392114697
C/C=C/C(=O)C1=C(C)C=CCC1(C)C,-3.0052489876,3.4342000000000024,60.05900000000003,14.0,2.0,76.0,0.0,262.8091219778406,86.20543825055061,327.1447257779954
[O-][N+](=O)c1ccc(Cl)cc1Cl,-3.0091456414,2.9016,43.11640000000001,11.0,1.0,58.0,1.0,43.14,72.6909112957601,300.6337992264623
CC(=C)[C@H]1CC=C(C)C(=O)C1,-1.9026536597,2.4879000000000007,46.30200000000003,11.0,1.0,60.0,0.0,17.07,67.80021493954504,223.0272763448729
CCCCCCCC[P](O)(O)=O,-3.0148095518,2.5246000000000013,50.28710000000003,12.0,7.0,74.0,0.0,57.53,74.3452537493457,141.23839910900193
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3C(O)CC4=O,-2.2130969417,3.058200000000001,83.10680000000005,22.0,0.0,120.0,0.0,54.37,131.71255939295088,577.2293702335213
COc1cc(Cl)c(OC)cc1N,-3.0061212915,1.9394,48.96840000000002,12.0,2.0,66.0,1.0,44.48,76.03153473119833,258.88150377072884
[Pb],-3.0492180227,-0.3808,5.754,1.0,15.3081552118577,4.0,0.0,0.0,27.65102933346532,0.0
CCCC(=O)OCCC(C)C,-2.9328521233,2.375800000000001,45.32200000000002,11.0,5.0,66.0,0.0,26.3,68.93385527255305,108.13036060964237
O[S](=O)(=O)CCCNC1CCCCC1,-3.0802067631,1.1865999999999997,55.90830000000004,14.0,5.0,84.0,0.0,66.39999999999999,85.83145498312186,244.7826815104895
CCCCC/C(C=O)=C/c1ccccc1,-3.0466584175,3.8492000000000033,64.62500000000004,15.0,6.0,80.0,1.0,17.07,91.82285910252936,311.3704021779951
ClCCCBr,-1.9401514115,2.0102,29.131,5.0,2.0,32.0,0.0,0.0,45.6399490891458,14.364527976600282
OC(O)C(Cl)(Cl)Cl,1.0371672978,0.6672999999999998,28.5156,7.0,0.0,44.0,0.0,40.46,55.602459327263205,56.44547197387445
[Na+].[Na+].COc1cc(c(C)cc1N\N=C2\C(=O)C=Cc3cc(ccc23)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.4405855136,-4.768079999999992,104.3001,32.0,5.0,158.0,2.0,165.08999999999995,228.7571751109861,1336.9886313690663
OC(=O)c1cc(O)cc(c1)C(O)=O,-2.005111367,0.7886,42.025400000000005,13.0,2.0,68.0,,94.83,72.86703280496575,336.54717755428595
[Na+].[Na+].[O-][S](=O)(=O)c1cc(Nc2nc(Nc3ccccc3)nc(n2)N4CCOCC4)ccc1/C=C/c5ccc(Nc6nc(Nc7ccccc7)nc(n6)N8CCOCC8)cc5[S]([O-])(=O)=O,-2.710838239,-1.3091999999999886,229.4711999999996,64.0,14.0,320.0,6.0,264.8,413.01319563957713,2616.4738051662584
CC(C)OC(=O)CCCCC(=O)OC(C)C,-3.1070289759,2.45,60.92400000000005,16.0,7.0,94.0,0.0,52.60000000000001,97.30374894529352,197.05865002596164
CCCCCC1(C)CCC(C)(C)C1=O,-4.0165337106,3.962100000000003,60.27100000000005,14.0,4.0,82.0,0.0,17.07,88.2742473471034,217.27545260758777
OC1CCCCCCCCCCC1,-3.9891177261,3.652000000000003,56.79380000000005,13.0,0.0,78.0,0.0,20.23,82.54201688485905,99.69210414479322
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-4.2870640225,4.107600000000001,42.49280000000001,22.0,6.0,134.0,0.0,20.23,112.24003981884286,395.3344952915719
CC1(C)CNCC(C)(C)C1OC(=O)CCCCCCCCC(=O)OC2C(C)(C)CNCC2(C)C,-4.4077469895,5.242000000000004,137.5594,34.0,11.0,198.0,0.0,76.66,208.2308848357969,593.893594219697
CC(CCCC(C)(C)OC(C)=O)C=C,-4.0301641261,3.320500000000002,59.057000000000045,312.47259274054363,6.0,82.0,0.0,26.3,87.33907858355862,194.49841012019365
CC(C)COC(=O)C1CCCCC1C(=O)OCC(C)C,-4.1912351395,3.191200000000002,77.04200000000006,20.0,6.0,116.0,0.0,52.60000000000001,121.75768624935073,290.43856189774726
CC1CC(CC(C)(C)C1)OC(=O)C=C,-4.0304470853,2.930400000000001,56.87300000000004,14.0,2.0,80.0,0.0,26.3,86.3332474300294,230.4762283888888
O=C(C1CCCCC1)c2ccccc2,-4.014709734599999,3.449600000000002,57.34750000000004,14.0,2.0,74.0,1.0,17.07,85.14168886678777,296.271418525418
ClCC(CCl)O[P](=O)(OC(CCl)CCl)OC(CCl)CCl,-4.3767049743,4.682900000000003,86.54550000000003,20.0,12.0,122.0,0.0,44.760000000000005,1903.1878202849427,242.8173499961941
Clc1cccc(Cl)c1Cl,-4.003482074,3.6468000000000007,41.47200000000001,9.0,0.0,48.0,1.0,0.0,68.34120180014197,199.2929995478469
[Ca++].CC(=O)C(N=Nc1ccc(cc1[N+]([O-])=O)[S]([O-])(=O)=O)C(=O)Nc2ccccc2.CC(=O)C(N=Nc3ccc(cc3[N+]([O-])=O)[S]([O-])(=O)=O)C(=O)Nc4ccccc4,-4.6745621224,3.977000000000002,195.9865999999997,57.0,14.0,292.0,4.0,342.4599999999999,351.8464137230654,2282.0976093878785
COC(=O)c1c(C)cc(O)c(C)c1O,-4.037430925,1.5012399999999997,50.585100000000025,14.0,1.0,76.0,1.0,66.76,81.75470641102606,382.19865512206513
[Na+].[I-],1.0777960404,-5.992,0.0,2.0,0.0,8.0,0.0,0.0,52.92566979924951,2.0
[H+].[H+].[Cl-].[Cl-].Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2,-3.2628695302,-1.9421999999999984,72.94680000000001,18.0,1.0,98.0,2.0,371.1495621909628,131.05059441743964,503.4756859718063
CC(C)C1(O)CCC(=CC1)C,-1.9409970697,2.5037000000000003,47.39580000000002,11.0,1.0,64.0,0.0,20.23,69.12252962388153,169.71159065163116
F[B-](F)(F)F.F[B-](F)(F)F.F[N+]12CC[N+](CCl)(CC1)CC2,-0.3038119023,3.328000000000002,860.5312266834485,21.0,1.0,128.0,0.0,0.0,120.3073012563884,275.6691526333215
COc1ccc(OC)c(c1)[N+]([O-])=O,-3.0173250803,1.612,46.200400000000016,13.0,3.0,70.0,1.0,61.6,75.04135352980374,323.9201072839529
CCCCNC(=O)OCC#CI,-3.2033373628,1.9086,56.054700000000025,12.0,4.0,68.0,0.0,38.33,86.3798388546674,183.2322192588714
[O-][N+](=O)C1=NC(=O)NN1,-0.8786253202,-0.9938000000000002,25.8628,9.0,1.0,48.0,1.0,104.67999999999998,47.86281089335258,271.3401569753606
Cc1cc2NC(=O)Nc2cc1N,-1.9771384819,0.74682,48.0688,12.0,0.0,62.0,2.0,74.67,68.40823096464607,
CC(C)(C)OOC(C)(C)C,-2.9320403696,2.531600000000001,41.67600000000001,10.0,1.0,62.0,0.0,18.46,63.45023160335785,80.80566875783265
CCOC(=O)\C=C\c1ccccc1,-3.0130467638,2.2629,52.10900000000003,13.0,3.0,68.0,1.0,26.3,77.8415779888464,288.21840549259923
[Na+].Cc1ccc(Nc2ccc(O)c3C(=O)c4ccccc4C(=O)c23)c(c1)[S]([O-])(=O)=O,-2.4023932811,0.1277200000000001,103.83870000000005,336.6289098576945,3.0,146.0,3.0,123.6,194.34376248992984,1317.0670432644094
O=C1NSc2ccccc12,-1.9472895459,1.5896,432.3643403974647,10.0,0.0,50.0,2.0,32.86,61.27569099157935,400.8983534112405
CSc1ccc(cc1)C(=O)C(C)(C)N2CCOCC2,-4.1933811426,2.702000000000001,79.02450000000005,19.0,4.0,104.0,1.0,29.540000000000003,118.86806202065648,435.9637256936239
CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C,-4.0976122125,3.818000000000003,65.06700000000005,16.0,0.0,90.0,0.0,17.07,98.99246926883812,352.44645225201987
CCCCC(CC)C(=O)OOC(C)(C)CC,-4.116871778,3.8662000000000014,64.85300000000005,16.0,8.0,96.0,0.0,35.53,99.43646427538464,199.35438738204337
COC1(CCCCCCCCCCC1)OC,-4.125654351600001,4.280200000000004,67.53600000000006,16.0,2.0,96.0,0.0,18.46,100.70475782047,150.11827660204978
S=C1NN=C(SSC2=NNC(=S)S2)S1,-3.2522133148,3.51418,-41.451771584342794,14.0,3.0,74.0,2.0,57.36,104.94846555846937,469.6690510777121
CCCCCCCC(C)=O,-2.9303113789,2.935900000000002,44.057000000000016,10.0,6.0,60.0,0.0,17.07,63.82031004304618,86.72905595320057
Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-3.040285322,1.8114200000000005,44.487800000000014,13.0,2.0,68.0,1.0,86.28,73.10229667889317,374.7553335743196
[Zn++].CC(C)CO[P]([S-])(=S)OCC(C)C.CC(C)CO[P]([S-])(=S)OCC(C)C,-2.5192483347,6.203500000000007,126.46000000000006,27.0,12.0,160.0,0.0,36.92,200.9505411211122,380.1362101494027
OCCCNc1ccc(O)cc1[N+]([O-])=O,-2.1105897103,1.0946999999999996,54.95370000000002,15.0,5.0,82.0,1.0,95.63,86.31753487318664,353.9656228228465
CCCCCC1CC(=O)C=C(C)C1C(=O)OCC,-3.187166345,3.2813000000000017,71.13600000000004,18.0,6.0,102.0,0.0,43.370000000000005,109.58959587326298,330.6304154673283
